x_mean,x_std,x_max,x_min,x_range,x_skew,x_kurtosis,x_n_peaks,x_energy,y_mean,y_std,y_max,y_min,y_range,y_skew,y_kurtosis,y_n_peaks,y_energy,z_mean,z_std,z_max,z_min,z_range,z_skew,z_kurtosis,z_n_peaks,z_energy,mag_mean,mag_std,mag_max,max_delta_mag,sudden_change_score,x_fft_max,x_fft_mean,y_fft_max,y_fft_mean,z_fft_max,z_fft_mean,xy_corr,xz_corr,yz_corr,sample_id,sensor_source,label,timestamp,weather,driver_id,vehicle_type,speed_bin,road_type,time_of_day,temperature,humidity,altitude,session_id,firmware_version,calibration_status,battery_level,gps_accuracy,network_type,device_model
0.057289443956125376,0.14044743335330606,0.2657582986358519,-0.2149834094065825,0.4807417080424344,-0.3881612444877727,-1.2926531728162807,17,2.300756192433338,0.014240743449603957,0.1521475271739142,0.338182376705461,-0.2894512198928755,0.6276335965983364,0.006937981714344446,-0.35208520048117053,5,2.335166879913439,9.840747862129861,0.045778030076116354,9.956362578580947,9.756725554284571,0.19963702429637564,-0.03570670216227642,-0.7498996860644827,28,9684.241411405113,9.843103515157678,0.045678601829911736,9.95971413740239,0.12352173119717413,5,8.584962824009652,0.6763012462351492,8.957950946625367,0.7480589782842014,984.0747862129864,20.01605796624805,0.2009412489748529,0.24643103157995988,-0.49487057529680073,7d3c264d-88ab-4f52-8e2b-b1975f7b459d,camera,normal,2025-05-25 14:34:55.097499,rain,D1019,suv,slow,rural,afternoon,20,46,409,S607704,v1.2.3,recent,93,6.1114243472875565,5g,model_c
0.058396814117443394,0.147305369094036,0.31598707090708755,-0.23787501581375894,0.5538620867208465,-0.3715427202973849,-1.2476768718094438,12,2.5109059662997417,0.015393651259839897,0.15503442429365213,0.34587181388106364,-0.3080332949391249,0.6539051088201886,0.11607096832936052,-0.23916994225356403,3,2.4272637215173734,9.844796472142997,0.0397058846569677,9.925755046365873,9.74996265058272,0.1757923957831533,-0.020050676465806702,-0.490922571130016,33,9692.15941351956,9.847304505820896,0.03962072328001706,9.931107831727855,0.10688886895978378,4,8.733397117104149,0.726055112021473,9.210531280181286,0.739280076322955,984.4796472142997,19.96131052603288,0.19765471698862688,0.22783308989041132,-0.47378956216071405,44e3676e-f0b4-4d30-a3c7-751ce2df0161,camera,normal,2025-05-25 14:34:54.751659,clear,D1050,truck,medium,urban,evening,18,34,632,S513749,v1.3.0,recent,94,5.448867270378654,wifi,model_c
0.06309776572063149,0.14227302937058392,0.28645834752250043,-0.25150693154069886,0.5379652790631992,-0.40231116413354395,-1.2196932682674715,19,2.422294292521874,0.015795600160333757,0.1558372356548974,0.37976240126221994,-0.30483020095943214,0.6845926022216521,0.03316572745497901,-0.09604616801544363,6,2.4534745000985168,9.848598851296769,0.038460763400708496,9.947600402162614,9.769647179777664,0.17795322238495004,-0.044036110822064246,-0.18351319103813335,32,9699.63785640854,9.851073649442021,0.038525384886194454,9.950508700310856,0.15327790558315257,4,8.577147638161296,0.6939385219944544,9.441739640639195,0.739189757061651,984.859885129677,19.99504977836739,0.1754807247989641,0.25870011252947783,-0.3344381753857953,96b8dde7-afbe-4a75-bb6d-a7d100718d6d,camera,collision,2025-05-25 14:34:53.989887,rain,D1035,sedan,medium,highway,afternoon,16,49,941,S639318,v1.2.3,pending,75,9.811158398000714,4g,model_b
0.06322387290073885,0.14590206071743259,0.26986865392450743,-0.21791026129968546,0.4877789152241929,-0.4046642225144756,-1.2927639072134904,15,2.5284669426162165,0.03901170917065792,0.2053363038416663,1.0861224151896112,-0.26923896020791727,1.3553613753975284,1.6738545127878026,6.094660643677461,4,4.36849111277731,9.823813209044763,0.10472491929147687,9.95227415429508,9.14503736502348,0.8072367892716006,-3.7727894409952643,19.098860007721385,29,9651.827327492294,9.827380533155763,0.09917011660792756,9.956113251783426,0.6933617387516584,2,8.838888316384628,0.7003196362465286,8.576934766981697,1.4895939292446607,982.3813209044763,20.534263553191128,0.19354572801225298,0.04153824036785859,-0.7847439568764278,e23cfc95-0852-47d8-b599-d2d9c20813f0,camera,collision,2025-05-25 14:34:53.883874,rain,D1077,truck,fast,highway,morning,16,47,805,S955632,v1.3.0,ok,78,8.1109378757909,5g,model_a
0.06088846271725171,0.14720431735112666,0.28679786159106374,-0.24954946011204865,0.5363473217031124,-0.3341291316964284,-1.293797700964858,18,2.5376515938881363,0.017283966574148,0.15238583766947034,0.4034096755821188,-0.26894779997995194,0.6723574755620707,0.14394371917544013,-0.23425021535534185,4,2.3520179022762426,9.8458452906182,0.03999437470416103,9.948922406277688,9.75849470235017,0.19042770392751862,0.09500005347278598,-0.3708470718487269,37,9694.226903679657,9.848328537833648,0.03988411525386828,9.950776549133861,0.10366418164890945,4,8.812964348360698,0.7405589931411725,9.253231880878236,0.7285987297702561,984.58452906182,19.99053378781864,0.15623853360405743,0.15604277572360983,-0.47266827646948517,f25d26aa-710c-419b-98e3-3f7a88916164,camera,normal,2025-05-25 14:34:54.976436,clear,D1006,suv,medium,highway,morning,32,36,201,S633199,v1.3.0,pending,68,5.897408339722057,wifi,model_c
0.06451670483589408,0.14368119952372138,0.25273203875541583,-0.2255916773567075,0.4783237161121233,-0.4239671950519186,-1.3685640997832982,20,2.4806692299457307,0.015476433159295803,0.14893518320191595,0.3528542093316772,-0.26035161626499603,0.6132058255966732,0.19024149089086995,-0.2272674594228179,4,2.242120877872242,9.84395432227442,0.043632636573079246,9.941452769608352,9.748769550779546,0.19268321882880635,-0.013588504334779084,-0.810625302269274,33,9690.534050599954,9.84635379991397,0.043419511713241765,9.943784375357415,0.10867058336200053,5,8.832278236250977,0.7032782187936262,8.984843610867038,0.7405930748568683,984.3954322274419,19.968462138618406,0.24912092880440193,0.24683026691918797,-0.5555789354445818,55edaacf-07bb-4042-b15b-8c8299eae11e,camera,collision,2025-05-25 14:34:53.871149,rain,D1093,truck,slow,rural,morning,18,69,198,S100233,v1.3.0,pending,35,2.832243608085616,5g,model_b
0.06614325296834295,0.13928685624901452,0.29590866904895985,-0.22417581203506262,0.5200844810840225,-0.36895943883436183,-1.1514491176436272,17,2.377575823696784,0.015168550551799736,0.1531800627632275,0.4006304844991778,-0.29497026548938043,0.6956007499885583,0.19746866609419478,-0.02421514684578563,5,2.369421655398881,9.842465131021747,0.04793900187314778,9.953641306677707,9.699584951369491,0.25405635530821513,-0.21309750033646846,0.08798936586110528,34,9687.641800327952,9.844875892399635,0.04802750585878082,9.95712512263526,0.15118060814809553,4,8.381449340881026,0.6963540174021752,9.054703914408423,0.7609493471625948,984.2465131021747,20.03844358524198,0.22589976714212504,0.2807446848057028,-0.5218368930788602,fb6575e7-dcd3-473b-be9c-fedb6b1afaaa,camera,normal,2025-05-25 14:34:54.766087,fog,D1074,sedan,fast,rural,morning,30,34,670,S810950,v1.3.0,ok,69,5.169288743939506,wifi,model_b
0.06683070805734598,0.14734715794192782,0.272848312323265,-0.2059937133759071,0.4788420256991721,-0.3416538048052742,-1.3479206798387013,15,2.617752849300963,0.0414091512042722,0.15408835177883579,0.5490252025787763,-0.31012488037503266,0.859150082953809,0.328824722442566,0.585814758645109,5,2.545793795737652,9.829349788955367,0.07821115074609451,9.961334033400185,9.320747483739952,0.6405865496602328,-3.626626415732202,19.09627612717563,30,9662.223425773795,9.83198324146266,0.07729983043762823,9.963645623336035,0.5472964023983042,2,8.901939247010077,0.71202596520768,7.243709619299744,1.1267001669331074,982.9349788955367,20.328360370177236,0.09479187078432881,0.25187778191274574,-0.45408893150310264,0c683aa5-5b5f-4f1d-aacb-3973be774d98,camera,collision,2025-05-25 14:34:54.465724,rain,D1063,suv,fast,rural,morning,16,37,326,S190138,v1.2.3,recent,70,2.893565753259387,wifi,model_c
0.06053173161214961,0.14583059493846245,0.30883217065474255,-0.24673967771181576,0.5555718483665584,-0.3599503883540065,-1.2548732923588108,13,2.4930652952071233,0.01642049618401218,0.14976019278643574,0.38957495202458725,-0.2656195123105733,0.6551944643351606,0.2777263324876467,0.06862359505097615,5,2.2697748038359555,9.840913381571921,0.04079863305261133,9.936592549205432,9.73704349250419,0.19954905670124212,-0.34044645571930354,0.03260136680341619,34,9684.52407120603,9.84333349962314,0.04067835109180697,9.938747731792388,0.1461386827189255,3,8.702403616357426,0.7441244948043148,8.85739848447937,0.7395517790221311,984.0913381571922,19.99402190901406,0.17412359741073583,0.15126345143453998,-0.4611660246923662,ccb7e0dd-d0a8-40c2-8a24-3c25c0d16f75,camera,normal,2025-05-25 14:34:55.384680,fog,D1066,truck,fast,urban,morning,15,25,584,S966012,v1.2.3,recent,24,1.2414858031457503,wifi,model_a
0.05526386350995298,0.1452360753675924,0.2655601802153621,-0.22775191543389034,0.49331209564925244,-0.36268398241668864,-1.2960220438863288,15,2.414761219822768,0.01718513970292675,0.1538727903914013,0.3975580348874356,-0.2855272811404012,0.6830853160278367,0.23187990171115405,0.029419013912851177,3,2.397216464944523,9.845629470899324,0.0405998609433057,9.947012987447367,9.725667211036512,0.22134577641085507,-0.12599834386474823,0.12717915784247014,37,9693.80680269499,9.848073355289706,0.04048447394346096,9.95057249661429,0.11406347946196682,4,8.825227323639133,0.657069145159211,9.018285311761652,0.7486959340598429,984.5629470899323,19.995910732899326,0.21753497289209325,0.12020597679250207,-0.458994013330779,bbf8133b-650a-40ff-8063-98957046dcbc,camera,normal,2025-05-25 14:34:55.009156,rain,D1074,truck,slow,rural,evening,23,70,310,S196562,v1.2.4,ok,67,7.395123754360202,4g,model_b
