x_mean,x_std,x_max,x_min,x_range,x_skew,x_kurtosis,x_n_peaks,x_energy,y_mean,y_std,y_max,y_min,y_range,y_skew,y_kurtosis,y_n_peaks,y_energy,z_mean,z_std,z_max,z_min,z_range,z_skew,z_kurtosis,z_n_peaks,z_energy,mag_mean,mag_std,mag_max,max_delta_mag,sudden_change_score,x_fft_max,x_fft_mean,y_fft_max,y_fft_mean,z_fft_max,z_fft_mean,xy_corr,xz_corr,yz_corr,sample_id,sensor_source,timestamp,weather,driver_id,vehicle_type,speed_bin,road_type,time_of_day,temperature,humidity,altitude,session_id,firmware_version,calibration_status,battery_level,gps_accuracy,network_type,device_model
0.08843807401166325,0.23383694256773582,1.4795148909604408,-0.23197714949627601,1.7114920404567169,2.722302311853147,13.223263126559083,5,6.250100864431901,0.03847799044464085,0.20009300099886007,1.0067169686608097,-0.27693422905248094,1.2836511977132907,1.5876368570268644,5.36704369044544,7,4.151776479738768,9.846722452322165,0.043759724745970556,9.954122174365159,9.748541476947697,0.20558069741746188,-0.24026406989810709,-0.3838855554871867,32,9695.985796657524,9.8519777040288,0.04911272071859896,10.041706009120073,0.15307177062465804,5,11.677788753013703,1.8246040379079176,9.699197211219309,1.4448741028825645,984.6722452322164,19.976983835383614,0.5950087791534584,0.24824834747545893,-0.32242777970184083,c835b03e-1c77-4657-a1ce-b88bef138470,camera,2025-05-25 14:34:55.943485,fog,D1004,truck,medium,urban,evening,22,44,600,S607158,v1.2.4,recent,52,7.862757117431075,4g,model_b
1.033097804913984,2.111717233989876,8.319180855824689,-7.9426587970266205,16.261839652851307,-0.258228862893277,3.587344080866127,18,552.6640750847941,0.7915737008726172,1.442887374139591,6.813680689967014,-2.9223398720592435,9.736020562026258,0.39334317486466314,2.507507248634205,20,270.8512898364616,9.6955998278078,0.8499595497808337,11.703923409978614,7.413365842626444,4.29055756735217,-0.1780853396042943,0.10762854964279134,32,9472.708725725026,10.087518469160685,1.0973659557344049,15.30477954996759,5.555161709424567,6,103.30978049139839,20.677627257421673,79.15737008726174,14.321032351942456,969.5599827807799,26.853716692732903,0.17612279998552585,-0.09846644218904549,0.07581176302963176,14e095a5-5519-4a31-b2a9-dd33804ac831,phone,2025-05-25 14:34:56.016393,clear,D1067,truck,medium,rural,morning,23,35,766,S268295,v1.3.0,ok,28,2.5992466733079644,5g,model_b
1.7919025958735206,2.4826929520178025,10.063875281340358,-6.496370455608243,16.560245736948602,0.3548770821792082,2.713486833454221,21,937.4679207097133,2.1431344830383305,1.4026632656530869,6.3427449314391104,-2.8655129266254438,9.208257858064554,0.04209511684091999,2.1931186234763898,30,656.0489649200553,8.6770185170221,0.7861875544127834,10.22201618111379,5.196866610666184,5.025149570447606,-0.6204059489488748,2.5820515783132567,34,7590.874121545798,9.517187358026025,1.125635315715198,12.678220673761755,4.6972354663226525,8,179.19025958735205,25.444739158857697,214.31344830383304,16.75973191028511,867.7018517022102,24.248703846731395,-0.04868873164889731,0.045812530469199954,0.1683470521227269,55c61cf7-19f4-4df9-a386-371696052d0a,phone,2025-05-25 14:34:56.066984,rain,D1019,sedan,slow,rural,afternoon,27,27,81,S913270,v1.2.4,pending,56,8.202016149163697,5g,model_c
0.09810298162830688,0.2590905154983721,1.5980289858116483,-0.24454890493698248,1.8425778907486308,2.772840976625834,12.154520082096868,2,7.675209022557608,0.0163009148609531,0.15146009967206325,0.36605016155932896,-0.29161818218288754,0.6576683437422165,-0.039996795796050866,-0.34820514720369555,5,2.320588161797538,9.826760214042418,0.08858199235652581,9.92095204257165,9.218764586131016,0.702187456440635,-4.336161295401647,23.809251645333795,31,9657.306307365681,9.831956332165243,0.07520457363831079,9.922059240662376,0.518172753308237,2,11.755561333735823,2.0131669722828196,9.194533612977278,0.7358458435877266,982.6760214042415,20.40172578679705,0.12152465171038636,-0.7209406151248106,-0.2238038843573204,284498b7-94bd-42fe-9e57-814554fab41f,camera,2025-05-25 14:34:55.847981,clear,D1009,truck,fast,urban,evening,24,38,647,S969791,v1.2.4,ok,99,1.5150479661079452,4g,model_a
1.4316617455496041,2.7141881976494253,11.094643893016896,-8.925061557334317,20.01970545035121,-0.13210049391535328,3.9209718560464006,14,941.6472925929577,1.752276493026062,1.7388541850267258,8.365135036447132,-3.4440056344088292,11.80914067085596,-0.15661330729539186,2.7838500841081206,29,609.4086784796673,8.097723569420335,1.0100404932984228,10.933938710790436,5.326385811842731,5.607552898947705,0.07639818993571403,0.3693846122718929,30,6659.330880484814,8.951483381511046,1.4052806787634944,14.847383193320372,4.757747072720997,7,143.16617455496043,27.53850641710737,175.22764930260618,18.775501587567106,809.7723569420336,25.055451896855043,-0.30777853093898094,-0.16532228693373888,0.041664814063419923,f85ee58d-1398-462b-bce1-bf3c0e69a075,phone,2025-05-25 14:34:56.423596,rain,D1071,sedan,medium,highway,evening,31,33,661,S528200,v1.2.3,pending,80,3.5575515100274435,wifi,model_c
0.06274132494429445,0.13901600725226054,0.27078977965778106,-0.20842699527711478,0.47921677493489584,-0.41386644676396817,-1.289496426758161,20,2.3261924128126106,0.013477816945547276,0.15147008942838514,0.36794414252069463,-0.2997009147211627,0.6676450572418573,0.14371886414433735,-0.06592164289700264,4,2.3124839541060673,9.84601477422993,0.04211616272185042,9.921162321347476,9.72750175085245,0.19366057049502494,-0.5917824405299644,-0.12126126413949923,30,9694.578070551652,9.84836990074283,0.042163578221198435,9.924502753751522,0.1464826450545882,4,8.370271414249412,0.6859915503569691,8.842576538416898,0.7479578051421695,984.6014774229932,19.984211608238354,0.1581550029704872,0.29194470780134224,-0.45220181862426395,ba555692-187f-4320-bdc6-a7d418dfb881,camera,2025-05-25 14:34:56.507060,fog,D1059,sedan,slow,urban,morning,30,30,281,S101974,v1.2.3,ok,50,9.722291995279425,4g,model_c
0.062062669531683386,0.1450633045886083,0.312719582400963,-0.21164047185884666,0.5243600542598097,-0.37225791676778397,-1.2792349438199297,14,2.4895137287566294,0.013899430869569676,0.1517922280800234,0.4266439330829223,-0.29869455256579075,0.7253384856487131,0.11065091005012329,0.10083495649701124,6,2.3234074683995805,9.84803329982296,0.03719041775633853,9.935714705172586,9.759926417588078,0.17578828758450804,-0.05344511487514162,-0.11860743329529999,33,9698.514300159479,9.850476134009671,0.03731148445493076,9.939510615995388,0.10944890433992605,3,8.602655523365728,0.7418425496657005,9.099021358180325,0.7389735681281955,984.803329982296,19.997313572684185,0.23899731108841313,0.27607725133726885,-0.37105957819028734,0c436df3-9544-40e3-a9dc-42cae84200ac,camera,2025-05-25 14:34:56.527463,fog,D1043,truck,slow,urban,morning,12,78,406,S627246,v1.2.4,ok,32,9.777945941525115,5g,model_a
0.06317777491711953,0.15000846436197132,0.27420734934036817,-0.33171624889739737,0.6059235982377655,-0.4508048943762001,-1.0618993062055373,16,2.649397062371504,0.017554130186978763,0.15038081878211637,0.38688091235563105,-0.2646766438330282,0.6515575561886593,0.0704970321198291,-0.2028276683898107,4,2.2922538144201123,9.845467048534799,0.04391315583059253,9.953480588779621,9.733391734638587,0.22008885414103396,-0.25160732585269635,-0.3022374741404308,33,9693.514976903949,9.847975625677982,0.044072143807324965,9.95742591392969,0.10462005402687247,6,8.989562917129557,0.7336325987107886,9.047764686057628,0.7206159919084199,984.5467048534797,20.004648171234365,0.1643736203346853,0.22043265735491868,-0.45821508186155463,8f5cc55d-9fa6-4cce-bee6-4ef1288896d5,camera,2025-05-25 14:34:56.576842,rain,D1044,truck,slow,urban,night,31,43,969,S162902,v1.2.3,ok,30,9.513944739488744,wifi,model_b
0.06261957956356891,0.14509638544307576,0.3081576017116814,-0.2078274370755322,0.5159850387872136,-0.34698945017301563,-1.3277389647889002,16,2.4974172813363746,0.015998024679775683,0.14909191287381302,0.35938136600030196,-0.24228930673160073,0.6016706727319027,0.2384311600119629,-0.2307515427252098,5,2.248433527802737,9.846780218806884,0.04229401044459607,9.969781503549392,9.763284585120395,0.20649691842899642,0.27641249213392005,-0.5978437015158851,34,9696.086946080603,9.849190191785148,0.04219638539795496,9.971605046586474,0.1225207192756006,6,8.720325388130428,0.7199888688223989,8.717499351824662,0.7617100370221912,984.6780218806883,19.991285483586342,0.24824594378739182,0.26327400216790897,-0.5005544998142094,107f702e-a5ce-4978-9e36-951102d5b16a,camera,2025-05-25 14:34:56.379894,rain,D1039,truck,fast,highway,night,28,28,745,S555544,v1.2.3,ok,49,7.589061433693425,wifi,model_b
-0.7975114835882334,2.3482176697086605,4.374040473088113,-10.314880424662407,14.68892089775052,-0.9275982383114131,3.1138371355161008,7,615.0150790787078,-1.7468325451790903,1.7654298243365714,3.261177577402651,-9.313011300992343,12.574188878394995,-0.9587080075340335,3.6643519971127025,3,616.8166405553917,11.44852819328898,0.9410991821803301,15.065581413031165,8.320432715236475,6.74514869779469,0.42595283360558006,2.2853400287824543,34,13195.446546323315,11.941499482827771,1.2935891006027664,18.271559505408415,7.573796343449345,6,79.75114835882334,21.300390848901383,174.68325451790906,19.186297279143457,1144.852819328898,31.092033367334537,0.07677959307628031,-0.14657825868454075,-0.29161080211540924,6ee55660-516e-4d39-8356-d2cfc7e175f6,phone,2025-05-25 14:34:56.470776,fog,D1097,truck,slow,urban,evening,10,73,162,S111085,v1.3.0,pending,26,2.153171621907463,5g,model_a
